,EURIBOR,Gold,Gold.1,JPM,JPM.1,JPM.2,JPM.3,JPM.4,JPM.5,SP500,SP500.1,SP500.2,SP500.3,SP500.4,Siemens,Siemens.1,Siemens.2,Siemens.3,Siemens.4,Siemens.5,XR,XR.1,XR.2,XR.3,XR.4,EUROSTOXX,EUROSTOXX.1,EUROSTOXX.2,EUROSTOXX.3,EUROSTOXX.4,EUROSTOXX.5
Date,rate,USD,EUR,Open,High,Low,Close,Adj Close,Volume,Price,Open,High,Low,Change %,Open,High,Low,Close,Adj Close,Volume,Price,Open,High,Low,Change %,Open,High,Low,Close,Adj Close,Volume
12/22/2021,-5.582,"1,792.80","1,582.50",155.75,157.059998,155.240005,156.699997,145.754196,7273000,"4,696.56","4,650.36","4,697.67","4,645.53",1.02%,146.800003,147.779999,145.839996,147.639999,135.613831,612214,0.8828,0.8866,0.8878,0.8816,-0.36%,474.76001,478.359985,473.809998,478.359985,478.359985,124801200
12/23/2021,-5.582,"1,805.20","1,592.30",157.610001,159.119995,157.210007,157.259995,146.275085,8055200,"4,725.78","4,703.96","4,740.74","4,703.96",0.62%,148.399994,150.220001,148.160004,150.220001,137.983658,795339,0.8826,0.883,0.8858,0.8816,-0.02%,478.950012,483.350006,478.880005,483.01001,483.01001,113140000
12/24/2021,-5.582,"1,805.20","1,592.30",157.610001,159.119995,157.210007,157.259995,146.275085,8055200,"4,725.78","4,703.96","4,740.74","4,703.96",0.62%,148.399994,150.220001,148.160004,150.220001,137.983658,795339,0.8833,0.8827,0.8847,0.8815,0.08%,478.950012,483.350006,478.880005,483.01001,483.01001,113140000
12/27/2021,-5.582,"1,805.20","1,592.30",157.600006,158.199997,156.339996,158.160004,147.112228,6188100,"4,791.19","4,733.99","4,791.49","4,733.99",1.38%,149.240005,151.059998,149.240005,150.800003,138.516418,482423,0.8826,0.8835,0.8848,0.8822,-0.08%,481.910004,485.910004,481.329987,485.48999,485.48999,48618200
12/28/2021,-5.582,"1,805.20","1,592.30",158.199997,160.149994,158.080002,158.639999,147.558701,6342300,"4,786.36","4,795.49","4,807.02","4,780.04",-0.10%,151.139999,153.059998,150.399994,152.820007,140.371887,581094,0.8839,0.8828,0.8858,0.8823,0.15%,485.839996,488.890015,485.76001,488.5,488.5,53497700
12/29/2021,-5.582,"1,794.30","1,582.50",158.850006,159.630005,158.149994,158.559998,147.484268,6398900,"4,793.06","4,788.64","4,804.06","4,778.08",0.14%,152.559998,152.759995,151.199997,151.779999,139.416595,687999,0.8809,0.8842,0.8871,0.8795,-0.34%,488.880005,490.100006,486.459991,487.980011,487.980011,103045300
12/30/2021,-5.582,"1,805.90","1,596.00",159.110001,160.240005,158.369995,158.479996,147.409866,6948200,"4,778.73","4,794.23","4,808.93","4,775.33",-0.30%,151.179993,152.679993,150.940002,152.679993,140.243271,881579,0.8829,0.881,0.8851,0.8802,0.23%,488.149994,489.970001,488.059998,488.709991,488.709991,83709500
12/31/2021,-5.582,"1,805.90","1,596.00",158.449997,159.289993,157.960007,158.350006,147.288925,5805900,"4,766.18","4,775.21","4,786.83","4,765.75",-0.26%,151.179993,152.679993,150.940002,152.679993,140.243271,881579,0.8794,0.8832,0.8848,0.8782,-0.40%,488.149994,489.970001,488.059998,488.709991,488.709991,83709500
1/3/2022,-5.6601,"1,805.90","1,596.00",159.860001,162.639999,159.509995,161.699997,150.404922,13120900,"4,796.56","4,778.14","4,796.64","4,758.17",0.64%,151.820007,154.740005,151.800003,153.720001,141.198563,1046860,0.8851,0.8798,0.8866,0.8787,0.65%,488.279999,491.429993,488.279999,489.98999,489.98999,80135100
1/4/2022,-5.6601,"1,811.40","1,603.90",164.309998,168.580002,164.229996,167.830002,156.10675,20195800,"4,793.54","4,804.51","4,818.62","4,774.27",-0.06%,154.320007,156.820007,153.399994,155.419998,142.760101,1007543,0.8858,0.8852,0.8872,0.8831,0.08%,492.100006,495.459991,492.100006,494.019989,494.019989,205338100
1/5/2022,-5.6601,"1,826.30","1,610.30",167.820007,168.360001,163.729996,163.779999,153.252792,17539400,"4,700.58","4,787.99","4,797.70","4,699.44",-1.94%,155.080002,157.960007,155.080002,157.960007,145.093201,1177455,0.8836,0.886,0.8868,0.8813,-0.25%,493.98999,495.269989,493.309998,494.350006,494.350006,171862500
1/6/2022,-5.6601,"1,789.40","1,584.10",166.910004,167.369995,163.869995,165.520004,154.880951,14047500,"4,696.05","4,693.39","4,725.01","4,671.26",-0.10%,155.399994,155.940002,153.619995,154.160004,141.602737,1326484,0.8853,0.8838,0.8862,0.8824,0.19%,491.790009,491.790009,486.279999,488.160004,488.160004,190008500
1/7/2022,-5.6601,"1,792.60","1,578.40",165.669998,167.529999,165.059998,167.160004,156.415527,13913300,"4,677.02","4,697.66","4,707.95","4,662.74",-0.41%,153.619995,154.119995,151.240005,152.160004,139.76564,1215325,0.88,0.8855,0.8858,0.8798,-0.60%,487.970001,488.209991,484.149994,486.25,486.25,181192700
1/10/2022,-5.6601,"1,794.20","1,583.70",169.070007,169.309998,165.529999,167.320007,156.565247,12922500,"4,670.29","4,655.34","4,673.02","4,582.24",-0.14%,152.080002,152.259995,147.179993,147.880005,135.83429,1305887,0.8828,0.8809,0.8862,0.8802,0.32%,487.579987,488.209991,477.899994,479.040009,479.040009,215567700
1/11/2022,-5.6601,"1,806.80","1,591.30",168.259995,168.520004,166.309998,167.490005,156.724335,11854100,"4,713.07","4,669.14","4,714.13","4,638.27",0.92%,148.720001,150.759995,148.520004,150.300003,138.057144,1286177,0.8797,0.883,0.884,0.8791,-0.35%,480.769989,484.959991,480.769989,483.079987,483.079987,173064400
1/12/2022,-5.6601,"1,821.40","1,591.60",168.460007,169.589996,167.179993,168.440002,157.613251,12568000,"4,726.35","4,728.59","4,748.83","4,706.71",0.28%,152,153.339996,151.259995,152.220001,139.820755,1008710,0.8737,0.8798,0.8808,0.8731,-0.68%,485.149994,487.179993,483.619995,486.200012,486.200012,203144900
1/13/2022,-5.6601,"1,820.40","1,588.30",168.339996,169.809998,167.889999,168.229996,157.416748,13623400,"4,659.02","4,733.56","4,744.13","4,650.29",-1.42%,152.259995,152.839996,149.720001,151.5,139.159393,1252962,0.8728,0.8738,0.8745,0.8709,-0.10%,485.679993,487.450012,484.350006,486.049988,486.049988,181886000
1/14/2022,-5.6601,"1,823.00","1,598.80",160.759995,161.029999,156.899994,157.889999,147.741364,40158400,"4,662.85","4,637.99","4,665.13","4,614.75",0.08%,149.820007,150.199997,145.600006,145.860001,133.978821,1778749,0.8758,0.8729,0.8773,0.8708,0.34%,484.630005,484.630005,480.649994,481.160004,481.160004,191835400
1/17/2022,-5.6601,"1,817.90","1,592.90",160.759995,161.029999,156.899994,157.889999,147.741364,40158400,"4,662.85","4,637.99","4,665.13","4,614.75",0.08%,147.119995,147.740005,145.779999,146,134.107422,1229918,0.8763,0.8762,0.8778,0.8745,0.06%,482.070007,485.179993,481.619995,484.51001,484.51001,168189500
1/18/2022,-5.6601,"1,817.30","1,604.90",155.779999,155.779999,150.539993,151.270004,141.546906,32324800,"4,577.34","4,632.24","4,632.24","4,568.70",-1.83%,145.5,145.679993,142.460007,142.600006,130.984375,1669909,0.8827,0.8766,0.8838,0.8755,0.73%,483.649994,483.649994,477.519989,479.790009,479.790009,213538400
1/19/2022,-5.6601,"1,827.00","1,610.50",151.570007,152.229996,148.550003,148.929993,139.357269,22380000,"4,532.76","4,588.03","4,611.55","4,530.20",-0.97%,141.800003,145.300003,141.020004,144.339996,132.582626,1395792,0.8815,0.8834,0.8835,0.8805,-0.14%,478.880005,483.730011,476.899994,480.899994,480.899994,217835600
1/20/2022,-5.6601,"1,845.40","1,629.20",148.990005,150.610001,147.360001,147.660004,138.168945,14860800,"4,482.73","4,547.35","4,602.11","4,477.95",-1.10%,144.759995,147.199997,143.699997,146.899994,134.934097,1225529,0.8839,0.8817,0.8848,0.8795,0.27%,481.399994,483.399994,478.899994,483.350006,483.350006,194756500
1/21/2022,-5.6601,"1,837.60","1,619.60",147.5,147.509995,144.270004,145.080002,135.75473,20705400,"4,397.93","4,471.38","4,494.52","4,395.34",-1.89%,146,146.339996,142.839996,144.520004,132.747971,2280108,0.8815,0.884,0.8849,0.8802,-0.27%,480.140015,480.140015,470.959991,474.440002,474.440002,213350700
1/24/2022,-5.6601,"1,831.60","1,616.90",142.279999,145.479996,139.570007,144.949997,135.633118,28471400,"4,410.13","4,356.32","4,417.35","4,222.62",0.28%,143.039993,144.600006,136.559998,137.440002,126.244667,2251036,0.8828,0.8816,0.8857,0.8813,0.15%,472.899994,473.540009,454.519989,456.359985,456.359985,293734700
1/25/2022,-5.6601,"1,847.30","1,636.50",143.649994,146.850006,140.789993,146.529999,137.111542,18915900,"4,356.45","4,366.64","4,411.01","4,287.11",-1.22%,139.259995,139.380005,136.179993,138.520004,127.236702,2152028,0.8847,0.8831,0.8879,0.8826,0.22%,458.850006,462.01001,455.980011,459.589996,459.589996,209564600
1/26/2022,-5.6601,"1,836.00","1,626.50",148.720001,150.570007,145.960007,147.919998,138.412216,20709100,"4,349.93","4,408.43","4,453.23","4,304.80",-0.15%,139.800003,142.899994,139.5,141.240005,129.735153,1638047,0.8896,0.8849,0.8901,0.8841,0.55%,461.299988,470.109985,461.299988,467.309998,467.309998,197522300
1/27/2022,-5.6601,"1,806.80","1,622.00",149.419998,150.380005,144.130005,145.309998,135.969986,17536800,"4,326.50","4,380.58","4,428.74","4,309.50",-0.54%,137.820007,141.300003,137.419998,140.5,129.05542,1765461,0.8971,0.8896,0.8984,0.8893,0.84%,464.970001,472.429993,460.450012,470.329987,470.329987,236929200
1/28/2022,-5.6601,"1,788.20","1,603.60",144.190002,146.759995,142.169998,146.610001,137.186432,14117000,"4,431.85","4,336.19","4,432.72","4,292.46",2.43%,139.679993,140.839996,136.839996,138.339996,127.071365,1796990,0.8971,0.8971,0.8992,0.8949,0.00%,469.600006,469.720001,460.220001,465.549988,465.549988,276683200
1/31/2022,-5.6601,"1,795.30","1,600.20",145.639999,148.789993,144.669998,148.600006,139.048508,13985700,"4,515.55","4,431.79","4,516.89","4,414.02",1.89%,139.960007,142.020004,138.979996,139.880005,128.485931,2021418,0.8899,0.8971,0.8978,0.889,-0.80%,468.160004,471.299988,466.609985,468.880005,468.880005,203824500
2/1/2022,-6.4315,"1,799.90","1,600.60",148.690002,151.470001,148.300003,151.149994,141.434586,14584900,"4,546.54","4,519.57","4,550.49","4,483.53",0.69%,141.179993,142.940002,140.940002,140.940002,129.459595,1438399,0.8871,0.8902,0.8912,0.8866,-0.31%,470.48999,475.73999,470.48999,474.859985,474.859985,192672900
2/2/2022,-6.4315,"1,803.70","1,594.60",150.5,150.940002,148.070007,149.940002,140.302383,12441100,"4,589.32","4,566.39","4,595.31","4,544.32",0.94%,141.740005,142.419998,140.520004,140.520004,129.073807,1235051,0.8845,0.8874,0.8876,0.8826,-0.29%,476.839996,478.890015,476.809998,477.01001,477.01001,190701900
2/3/2022,-6.4315,"1,792.70","1,566.50",150,151.649994,148.289993,148.699997,139.142059,12474900,"4,477.44","4,535.41","4,542.88","4,470.39",-2.44%,139.580002,139.800003,136.679993,136.820007,125.675186,2365611,0.874,0.8845,0.8875,0.8732,-1.19%,476.48999,476.48999,468.369995,468.630005,468.630005,223529400
2/4/2022,-6.4315,"1,804.70","1,575.60",149.100006,153.5,148.770004,152.559998,142.753967,16654400,"4,500.54","4,482.79","4,539.66","4,451.50",0.52%,137.5,137.979996,132.839996,132.839996,122.019371,2608518,0.8734,0.8742,0.8763,0.8708,-0.07%,468.820007,470.940002,460.970001,462.149994,462.149994,223387000
2/7/2022,-6.4315,"1,813.60","1,588.20",153.270004,153.619995,150.850006,153.070007,143.231216,12572300,"4,483.87","4,505.75","4,521.86","4,471.47",-0.37%,134.059998,136.059998,133.279999,135.600006,124.55455,1461680,0.8739,0.8719,0.8761,0.8719,0.06%,463.980011,466.420013,461.140015,465.279999,465.279999,225916400
2/8/2022,-6.4315,"1,822.60","1,595.80",155,158.479996,154.800003,155.949997,145.926071,20411400,"4,521.54","4,480.02","4,531.32","4,465.40",0.84%,136.380005,137.679993,135.860001,136.600006,125.473106,1494552,0.876,0.8739,0.8776,0.8734,0.24%,465.549988,469.170013,463.48999,465.339996,465.339996,211674400
2/9/2022,-6.4315,"1,827.80","1,598.00",156.589996,157.429993,155.820007,156.600006,146.534286,9131100,"4,587.18","4,547.00","4,590.03","4,547.00",1.45%,136.860001,139.580002,136.720001,138.160004,126.906029,1644081,0.8752,0.8759,0.877,0.8735,-0.09%,466.779999,474.100006,466.779999,473.329987,473.329987,240861000
2/10/2022,-6.4315,"1,835.40","1,600.80",156.660004,159.029999,155.220001,155.949997,145.926071,16455600,"4,504.06","4,553.24","4,588.92","4,484.31",-1.81%,148,149.259995,144.559998,144.679993,132.894928,3748849,0.875,0.8749,0.8791,0.8698,-0.02%,473.839996,475.859985,469.829987,472.350006,472.350006,229938200
2/11/2022,-6.4315,"1,831.20","1,606.70",155.610001,158.190002,152.970001,153.919998,144.026566,16830000,"4,418.64","4,506.27","4,526.33","4,401.41",-1.90%,140.679993,143.800003,140.039993,141.440002,133.612869,2551379,0.8808,0.8751,0.8827,0.8748,0.66%,470.149994,471.470001,466.440002,469.570007,469.570007,213876500
2/14/2022,-6.4315,"1,866.20","1,650.00",152.729996,153.679993,150.320007,152.490005,142.688492,17026500,"4,401.67","4,412.61","4,426.22","4,364.84",-0.38%,137.960007,140.880005,135.059998,139.5,131.780228,2760118,0.8843,0.8815,0.8866,0.8795,0.40%,466.470001,466.470001,455.5,460.959991,460.959991,254774400
2/15/2022,-6.4315,"1,848.60","1,627.40",154.509995,155.940002,153.850006,154.720001,144.775146,9500000,"4,471.07","4,429.28","4,472.77","4,429.28",1.58%,139,143.600006,138.639999,143.399994,135.464401,2214381,0.8803,0.8845,0.8849,0.8796,-0.45%,460.839996,467.820007,459.480011,467.559998,467.559998,200219400
2/16/2022,-6.4315,"1,862.60","1,637.50",153.740005,156.100006,153.740005,155,145.03714,9076500,"4,475.01","4,455.75","4,489.55","4,429.68",0.09%,143.020004,144.979996,141.899994,142.539993,134.652008,1637099,0.8791,0.8802,0.8815,0.8774,-0.14%,468.339996,470.529999,465.929993,467.769989,467.769989,86215200
2/17/2022,-6.4315,"1,893.50","1,666.90",153,153.729996,150.669998,151.429993,141.696594,11367500,"4,380.26","4,456.06","4,456.06","4,373.81",-2.12%,142.460007,143.460007,138.960007,139.5,131.780228,1826865,0.8801,0.8791,0.8832,0.8782,0.11%,468.040009,469.089996,462.910004,464.549988,464.549988,192689700
2/18/2022,-6.4315,"1,893.60","1,672.50",152.130005,154.139999,151.130005,152.139999,142.360962,11733300,"4,348.87","4,384.57","4,394.60","4,327.22",-0.72%,139.380005,139.679993,135.279999,136.339996,128.795105,2053589,0.883,0.8802,0.8838,0.8789,0.33%,464.640015,466.380005,459.910004,460.809998,460.809998,188149500
2/21/2022,-6.4315,"1,894.50","1,671.20",152.130005,154.139999,151.130005,152.139999,142.360962,11733300,"4,348.87","4,384.57","4,394.60","4,327.22",-0.72%,137.720001,138.279999,131.679993,133.580002,126.187843,1875255,0.884,0.8838,0.8845,0.8779,0.11%,461.880005,463.619995,452.059998,454.809998,454.809998,175222500
2/22/2022,-6.4315,"1,900.10","1,676.50",150.600006,153.240005,150.410004,151.869995,142.108322,11333500,"4,304.74","4,332.74","4,362.12","4,267.11",-1.01%,129,133.639999,127.800003,132.039993,124.733047,2664909,0.8828,0.884,0.886,0.8797,-0.14%,450.649994,457.320007,445.950012,455.119995,455.119995,241968200
2/23/2022,-6.4315,"1,904.70","1,683.80",153.119995,153.300003,147.970001,148.690002,139.132721,11799000,"4,225.50","4,324.93","4,341.51","4,221.51",-1.84%,131.899994,134.679993,131.179993,131.539993,124.260719,1739253,0.8839,0.8829,0.8849,0.8803,0.12%,455.559998,460.429993,453.470001,453.859985,453.859985,204391200
2/24/2022,-6.4315,"1,936.30","1,734.00",142.940002,144.990005,139.779999,144.550003,135.25882,25655100,"4,288.70","4,155.77","4,294.73","4,114.65",1.50%,123.239998,126.300003,120.839996,124.18,117.308022,5173306,0.8933,0.8839,0.9004,0.8839,1.06%,448.589996,448.589996,434.049988,438.959991,438.959991,450927300
2/25/2022,-6.4315,"1,884.80","1,676.70",145.25,150.130005,144.910004,147.970001,138.459,18367700,"4,384.62","4,298.38","4,385.34","4,286.83",2.24%,125.239998,129.720001,123.379997,129.720001,122.541451,3418900,0.8872,0.8935,0.8956,0.8869,-0.68%,440.630005,453.690002,440.630005,453.529999,453.529999,337460500
2/28/2022,-6.4315,"1,909.90","1,704.50",143.550003,145.059998,140.880005,141.800003,132.685593,31315300,"4,373.79","4,354.17","4,388.84","4,315.12",-0.25%,125.900002,127.379997,123.339996,126.660004,119.650787,2992904,0.891,0.8946,0.8991,0.8891,0.43%,450.899994,453.399994,445,453.109985,453.109985,381363800
3/1/2022,-7.8954,"1,922.00","1,730.10",140.039993,140.479996,133.580002,136.449997,127.679443,36840400,"4,306.26","4,363.14","4,378.45","4,279.54",-1.54%,125,126.360001,120.459999,120.459999,113.793884,3010657,0.8986,0.8914,0.9018,0.8902,0.85%,453,454.119995,442.369995,442.369995,442.369995,341979600
3/2/2022,-7.8954,"1,928.50","1,736.90",137.289993,140.039993,136.610001,139.279999,130.32756,19405600,"4,386.54","4,322.56","4,401.48","4,322.56",1.86%,118.279999,125.379997,117.040001,123.800003,116.949051,2987823,0.899,0.8987,0.9044,0.8971,0.04%,441.399994,448.529999,438.339996,446.329987,446.329987,336634300
3/3/2022,-7.8954,"1,929.60","1,746.10",139.839996,140.979996,137.059998,138.289993,129.401184,16640800,"4,363.49","4,401.31","4,416.78","4,350.37",-0.53%,124.339996,125.639999,121.099998,121.620003,114.889687,1956787,0.9035,0.8995,0.9064,0.8989,0.50%,446.399994,449.040009,436.820007,437.359985,437.359985,328251700
3/4/2022,-7.8954,"1,945.30","1,780.40",134.940002,135.419998,132.399994,134.399994,125.761223,21016000,"4,328.87","4,342.12","4,342.12","4,284.98",-0.79%,119.519997,120.739998,113,113.220001,106.954536,3624203,0.9151,0.9036,0.9186,0.9035,1.28%,436.609985,436.609985,421.779999,421.779999,421.779999,420074300
3/7/2022,-7.8954,"1,981.00","1,821.60",132.169998,132.690002,128.949997,129.210007,120.904846,27560100,"4,201.09","4,327.01","4,327.01","4,199.85",-2.95%,107.900002,116.599998,105.919998,113.779999,107.483543,4550094,0.9211,0.913,0.9255,0.913,0.66%,418.670013,423.899994,405.609985,417.130005,417.130005,531115800
3/8/2022,-7.8954,"2,039.10","1,863.30",129.639999,131.789993,127.269997,128.300003,120.053329,19207800,"4,170.62","4,202.66","4,276.94","4,157.87",-0.73%,111.379997,118.5,111.379997,115.5,109.108368,3811520,0.9172,0.9213,0.9218,0.9125,-0.42%,414.480011,424.399994,413.089996,415.01001,415.01001,383780300
3/9/2022,-7.8954,"1,988.90","1,793.10",132.899994,135.240005,132.440002,133.440002,124.862953,17536200,"4,277.88","4,223.10","4,299.40","4,223.10",2.57%,120.260002,127.720001,118.879997,127.720001,120.652122,4704208,0.9027,0.9172,0.9183,0.9013,-1.58%,418.420013,434.450012,418.420013,434.450012,434.450012,360464500
3/10/2022,-7.8954,"1,996.60","1,816.70",131.860001,133.449997,130.320007,131.860001,123.384499,15604200,"4,259.52","4,252.55","4,268.28","4,209.80",-0.43%,126.599998,127.220001,122,123.080002,116.268898,2759502,0.9102,0.9029,0.9111,0.8992,0.83%,434.670013,434.769989,424.160004,427.119995,427.119995,324844000
3/11/2022,-7.8954,"1,978.70","1,812.70",132.490005,134.080002,128.419998,128.889999,120.605385,20061800,"4,204.31","4,279.50","4,291.01","4,200.49",-1.30%,123.739998,129.919998,123.160004,127.279999,120.236465,3258566,0.9163,0.9104,0.9173,0.9054,0.67%,427.859985,438.839996,426.25,431.170013,431.170013,297498300
3/14/2022,-7.8954,"1,954.10","1,780.50",129.460007,132.919998,129.229996,130.169998,121.803123,15786900,"4,173.11","4,202.75","4,247.57","4,161.72",-0.74%,129.679993,132.399994,128.199997,129.160004,122.012436,2310944,0.914,0.9139,0.9174,0.9096,-0.25%,432.019989,439.369995,432.019989,436.350006,436.350006,257826800
3/15/2022,-7.8954,"1,913.70","1,749.50",131.800003,133.550003,131.130005,132.479996,123.964638,15096600,"4,262.45","4,188.82","4,271.05","4,187.90",2.14%,127.5,129.240005,124.800003,128.360001,121.256706,2142367,0.9128,0.914,0.9153,0.9074,-0.13%,433.410004,436.420013,426.809998,435.119995,435.119995,233788100
3/16/2022,-7.8954,"1,913.20","1,741.80",134.869995,138.490005,134.429993,138.399994,129.504135,20354900,"4,357.95","4,288.14","4,358.90","4,251.99",2.24%,132.619995,136.419998,130.339996,136.240005,128.700638,3115941,0.9063,0.9128,0.9133,0.9052,-0.71%,438.76001,450.829987,438.76001,448.450012,448.450012,395216900
3/17/2022,-7.8954,"1,949.70","1,752.20",136.860001,140.190002,135.919998,140.149994,131.141632,17050500,"4,411.67","4,345.11","4,412.67","4,335.65",1.23%,136.300003,138.080002,132.440002,134.539993,127.094704,1998509,0.9015,0.9061,0.9084,0.8978,-0.53%,449.140015,451.429993,446.369995,450.48999,450.48999,265680600
3/18/2022,-7.8954,"1,935.80","1,750.40",140.190002,140.850006,138.460007,140.100006,131.094879,23656500,"4,463.09","4,407.34","4,465.40","4,390.57",1.17%,136.020004,136.279999,132.179993,136.039993,128.511703,4267580,0.9049,0.9017,0.9089,0.8993,0.38%,451.190002,454.640015,446.480011,454.600006,454.600006,485452900
3/21/2022,-7.8954,"1,935.10","1,754.20",140.350006,140.759995,138.729996,139.649994,130.673798,12676100,"4,461.18","4,462.40","4,481.75","4,424.30",-0.04%,135.600006,136.179993,131.899994,133.080002,125.715515,1705760,0.9076,0.9042,0.9083,0.9033,0.30%,454.5,456.170013,453.839996,454.790009,454.790009,194632400
3/22/2022,-7.8954,"1,915.30","1,737.50",142.270004,143.929993,141.720001,142.619995,133.452896,13548600,"4,511.61","4,469.10","4,522.00","4,469.10",1.13%,132.779999,134.860001,132.559998,133.199997,125.828865,1626654,0.9065,0.9076,0.9124,0.9053,-0.12%,455.179993,459.049988,455.179993,458.649994,458.649994,212626900
3/23/2022,-7.8954,"1,931.80","1,755.20",140.979996,141.589996,139.199997,139.779999,130.79541,12093200,"4,456.23","4,493.10","4,501.07","4,455.81",-1.23%,133.080002,134.059998,129.380005,131,123.750618,1620694,0.9086,0.9067,0.9121,0.9054,0.23%,459.369995,459.980011,453.130005,454.029999,454.029999,207357500
3/24/2022,-7.8954,"1,965.20","1,787.50",140.300003,140.710007,139.110001,140.690002,131.646942,10017600,"4,520.16","4,469.98","4,520.58","4,465.17",1.43%,131.080002,131.720001,129.520004,130.119995,122.919304,1723026,0.9092,0.9087,0.912,0.9079,0.07%,454.579987,455.790009,452.25,453.070007,453.070007,229208100
3/25/2022,-7.8954,"1,953.80","1,777.60",141.089996,143.179993,140.800003,141.919998,132.797867,8383500,"4,543.04","4,522.91","4,546.03","4,501.07",0.51%,130.179993,130.699997,127.32,128.380005,121.275604,1379779,0.9103,0.9093,0.9108,0.9059,0.12%,453.290009,456.329987,451.959991,453.549988,453.549988,209777100
3/28/2022,-7.8954,"1,937.10","1,761.90",140,140.970001,137.899994,140.869995,131.815353,10818100,"4,575.52","4,541.09","4,575.65","4,517.69",0.71%,128.399994,132.100006,128.399994,129.199997,122.050217,1708571,0.9106,0.91,0.9137,0.909,0.03%,453.589996,459.089996,453.589996,454.170013,454.170013,208873300
3/29/2022,-7.8954,"1,910.00","1,723.80",143.350006,143.600006,140.240005,141.179993,132.105423,11316500,"4,631.60","4,602.86","4,637.30","4,589.66",1.23%,131.240005,135.559998,130.940002,134.460007,127.019142,1730002,0.9018,0.9107,0.9116,0.8978,-0.97%,456.049988,463.790009,456.049988,462.089996,462.089996,286978000
3/30/2022,-7.8954,"1,933.90","1,733.30",141.899994,142.119995,139.910004,140.539993,131.506577,8771000,"4,602.45","4,624.20","4,627.77","4,581.32",-0.63%,133.020004,133.580002,129.679993,130.020004,122.824844,1594768,0.896,0.902,0.9023,0.8952,-0.64%,461.929993,461.929993,457.790009,460.190002,460.190002,252907000
3/31/2022,-7.8954,"1,942.20","1,752.50",139.830002,140.350006,136.259995,136.320007,127.557838,17353900,"4,530.41","4,599.02","4,603.07","4,530.41",-1.57%,131.059998,131.699997,125.660004,125.660004,118.706123,2432448,0.9034,0.8963,0.9041,0.894,0.83%,460.109985,461.679993,455.859985,455.859985,455.859985,250724600
4/1/2022,-7.8479,"1,929.40","1,747.60",137.399994,137.410004,133.800003,135.309998,126.61274,15721300,"4,545.86","4,540.32","4,548.70","4,507.57",0.34%,126.360001,127,125.099998,126.699997,119.688568,1442314,0.9044,0.9038,0.9068,0.9028,0.11%,456.459991,459.160004,455.709991,458.339996,458.339996,211365600
4/4/2022,-7.8479,"1,930.30","1,758.80",134.119995,136.940002,132.889999,135.910004,127.174171,17416400,"4,582.64","4,547.97","4,583.50","4,539.21",0.81%,126.440002,126.699997,123.459999,125.720001,118.762802,1484671,0.9112,0.9059,0.9124,0.9045,0.75%,459.359985,462.649994,457.390015,462.190002,462.190002,199351900
4/5/2022,-7.8479,"1,944.10","1,781.20",134.070007,135.399994,133.009995,133.339996,125.694206,12110300,"4,525.12","4,572.45","4,593.45","4,514.17",-1.26%,124.419998,125.480003,121.059998,122,115.248665,1884275,0.9168,0.9114,0.9175,0.91,0.61%,462.790009,464.089996,460.899994,463.070007,463.070007,246136800
4/6/2022,-7.8479,"1,930.20","1,769.50",131.580002,132.559998,130.960007,131.490005,123.950302,12914700,"4,481.15","4,494.17","4,503.94","4,450.04",-0.97%,121.019997,121.739998,116.760002,118,111.470016,2246397,0.9176,0.9169,0.9196,0.9142,0.09%,462.73999,462.73999,452.640015,455.970001,455.970001,259871300
4/7/2022,-7.8479,"1,932.40","1,776.60",130.949997,131.919998,128.729996,131.089996,123.573212,12994200,"4,500.21","4,474.65","4,521.16","4,450.30",0.43%,117.980003,118,115.540001,115.959999,109.542908,2195972,0.9191,0.9179,0.9204,0.9141,0.16%,456.51001,460.540009,454.720001,455.019989,455.019989,243796600
4/8/2022,-7.8479,"1,941.40","1,785.70",131.669998,133.899994,131.490005,133.490005,125.835602,13126900,"4,488.28","4,494.15","4,520.41","4,474.60",-0.27%,118.099998,118.959999,116.879997,118.099998,111.564476,1593694,0.9191,0.9192,0.9229,0.918,0.00%,456.950012,461.410004,456.950012,460.970001,460.970001,216095300
4/11/2022,-7.8479,"1,951.60","1,794.00",133,134.899994,132.570007,133,125.373703,10466400,"4,412.53","4,462.64","4,464.35","4,408.38",-1.69%,116.779999,118.580002,116.059998,116.199997,109.769623,1590609,0.9188,0.9145,0.9197,0.9131,-0.03%,459.279999,461.059998,456.73999,458.26001,458.26001,192630800
4/12/2022,-7.8479,"1,960.90","1,808.60",132.139999,134.580002,130.699997,131.539993,123.997421,12989900,"4,397.45","4,437.59","4,471.00","4,381.34",-0.34%,114.639999,117.239998,113.440002,116.639999,110.18528,1916039,0.9234,0.919,0.9241,0.9171,0.50%,456.630005,457.940002,451.649994,456.649994,456.649994,203441700
4/13/2022,-7.8479,"1,976.80","1,816.50",126.940002,129.25,126.010002,127.300003,120.000542,30838000,"4,446.59","4,394.30","4,453.92","4,392.70",1.12%,115.32,116.639999,114.660004,116.279999,109.8452,1560221,0.9184,0.9236,0.9252,0.9178,-0.54%,456.48999,457.140015,454.059998,456.779999,456.779999,180007300
